cohort_date,source,medium,campaign,discounts,income,costs_rub,ltv
2019-10-31,google,cpc,ukr_search_gen-discount-15,201.3245188500000000,1342.1634590000000000,3469.38,-2328.5410598500000000
2019-10-31,google,cpc,ukr_search_gen-night-discount-15,369.3573702000000000,2682.9475890000000000,3764.5,-1450.9097812000000000
2019-11-01,google,cpc,rus_search_brand-discount-15,2690.1484493100000000,21632.9720740000000000,7590.28,11352.5436246900000000
2019-11-01,google,cpc,rus_search_gen-flow-discount-15,1627.9545271500000000,10853.0301810000000000,8657.74,567.3356538500000000
2019-11-01,google,cpc,ukr_search_gen-discount-15,465.5109627000000000,4726.9117560000000000,5252.73,-991.3292067000000000
2019-11-01,google,cpc,ukr_search_gen-night-discount-15,612.7599145500000000,6676.2560865000000000,1908.81,4154.6861719500000000
2019-11-01,google,cpc,ukr_search_gen-vlozhenye-zaprosy-night-discount-15,239.4246928500000000,1596.1646190000000000,166.46,1190.2799261500000000
2019-11-02,google,cpc,rus_search_brand-discount-15,925.7964565500000000,8459.5957740000000000,8329.89,-796.0906825500000000
2019-11-02,google,cpc,rus_search_competitors-new-night,132.7649494500000000,885.0996630000000000,166.76,585.5747135500000000
2019-11-02,google,cpc,rus_search_gen-flow-discount-10-night,576.1217500500000000,4211.1811560000000000,784.61,2850.4494059500000000
2019-11-02,google,cpc,rus_search_gen-flow-discount-15,2872.4500899500000000,31519.6877940000000000,9646.02,19001.2177040500000000
2019-11-02,google,cpc,ukr_search_brand-discount-15,346.0726678500000000,4873.8578490000000000,902.33,3625.4551811500000000
2019-11-02,google,cpc,ukr_search_competitors-new,272.8686649500000000,1819.1244330000000000,1332.19,214.0657680500000000
2019-11-02,google,cpc,ukr_search_gen-discount-15,487.9167489000000000,3762.7855020000000000,5705.13,-2430.2612469000000000
2019-11-02,google,cpc,ukr_search_gen-night-discount-15,505.0405363500000000,4474.4234220000000000,2587.29,1382.0928856500000000
2019-11-03,google,cpc,bel_search_brand-discount-15,239.1235098000000000,1594.1567320000000000,0.22,1354.8132222000000000
2019-11-03,google,cpc,rus_search_brand-discount-15,1670.0111284500000000,13414.6008395000000000,6024.6,5719.9897110500000000
2019-11-03,google,cpc,rus_search_competitors-new,239.1235098000000000,1594.1567320000000000,1479.51,-124.4767778000000000
2019-11-03,google,cpc,rus_search_gen-flow-discount-10-night,165.8544678000000000,1105.6964520000000000,871.82,68.0219842000000000
2019-11-03,google,cpc,rus_search_gen-flow-discount-15,624.1190214000000000,7809.8283760000000000,7603.6,-417.8906454000000000
2019-11-03,google,cpc,ukr_search_brand-discount-15,338.3697576000000000,3592.1935350000000000,3436.55,-182.7262226000000000
2019-11-03,google,cpc,ukr_search_gen-discount-15,769.3249410000000000,5128.8329400000000000,7549.12,-3189.6120010000000000
2019-11-03,google,cpc,ukr_search_gen-night-discount-15,630.7798434000000000,4205.1989560000000000,3111.03,463.3891126000000000
2019-11-04,google,cpc,rus_search_brand-discount-15,1158.7435352500000000,11909.6171600000000000,7233.65,3517.2236247500000000
2019-11-04,google,cpc,rus_search_competitors-new-night,298.6292064000000000,1990.8613760000000000,357.26,1334.9721696000000000
2019-11-04,google,cpc,rus_search_gen-flow-discount-10-night,398.6166639000000000,2657.4444260000000000,382.11,1876.7177621000000000
2019-11-04,google,cpc,rus_search_gen-flow-discount-15,1533.8075980500000000,12216.2453630000000000,7417.85,3264.5877649500000000
2019-11-04,google,cpc,ukr_search_brand-discount-15,199.3083319500000000,3541.7779390000000000,1477.87,1864.5996070500000000
2019-11-04,google,cpc,ukr_search_gen-discount-15,937.1082525000000000,10680.9540320000000000,7032.21,2711.6357795000000000
2019-11-04,google,cpc,ukr_search_gen-night-discount-15,431.2792333500000000,2875.1948890000000000,1579.75,864.1656556500000000
2019-11-05,google,cpc,rus_search_brand-discount-15,2019.0609757500000000,13460.4065050000000000,8546.4,2894.9455292500000000
2019-11-05,google,cpc,rus_search_competitors-new,0E-16,1773.0941550000000000,1183.78,589.3141550000000000
2019-11-05,google,cpc,rus_search_gen-flow-discount-10-night,165.9776107500000000,1106.5174050000000000,773.83,166.7097942500000000
2019-11-05,google,cpc,rus_search_gen-flow-discount-15,836.5538212500000000,10003.0950950000000000,9706.1,-539.5587262500000000
2019-11-05,google,cpc,ukr_search_brand-discount-15,856.0314283500000000,6443.1986955000000000,1974.07,3613.0972671500000000
2019-11-05,google,cpc,ukr_search_gen-discount-15,597.2527680000000000,3981.6851200000000000,8569.74,-5185.3076480000000000
2019-11-05,google,cpc,ukr_search_gen-night-discount-15,165.9776107500000000,1106.5174050000000000,2828.18,-1887.6402057500000000
2019-11-06,google,cpc,bel_search_brand-discount-15,0E-16,1381.0863150000000000,28.76,1352.3263150000000000
2019-11-06,google,cpc,rus_search_brand-discount-15,2321.7372580500000000,23565.9963105000000000,8423.32,12820.9390524500000000
2019-11-06,google,cpc,rus_search_competitors-new,0E-16,1604.5630650000000000,2529.63,-925.0669350000000000
2019-11-06,google,cpc,rus_search_gen-flow-discount-10-night,300.3527520000000000,2002.3516800000000000,712.85,989.1489280000000000
2019-11-06,google,cpc,rus_search_gen-flow-discount-15,2249.9639190000000000,14999.7594600000000000,11579.03,1170.7655410000000000
2019-11-06,google,cpc,rus_search_gen-flow-discount-15-night,0E-16,889.4374650000000000,283.87,605.5674650000000000
2019-11-06,google,cpc,ukr_search_brand-discount-15,554.8637997000000000,5124.0321720000000000,2192.56,2376.6083723000000000
2019-11-06,google,cpc,ukr_search_gen-discount-15,133.4156197500000000,889.4374650000000000,8097.73,-7341.7081547500000000
2019-11-06,google,cpc,ukr_search_gen-night-discount-15,333.8742645000000000,2225.8284300000000000,2917.95,-1025.9958345000000000
2019-11-07,google,cpc,rus_search_brand-discount-15,2667.0520096500000000,22878.6091520000000000,8076.88,12134.6771423500000000
2019-11-07,google,cpc,rus_search_competitors-new,598.5353146500000000,3990.2354310000000000,2594.19,797.5101163500000000
2019-11-07,google,cpc,rus_search_competitors-new-night,166.1485990500000000,1107.6573270000000000,452.94,488.5687279500000000
2019-11-07,google,cpc,rus_search_gen-flow-discount-10-night,354.3284251500000000,6346.2006510000000000,1083.85,4908.0222258500000000
2019-11-07,google,cpc,rus_search_gen-flow-discount-15,930.8325127500000000,9573.0062960000000000,13118.2,-4476.0262167500000000
2019-11-07,google,cpc,ukr_search_brand-discount-15,994.5281073000000000,5448.6217975000000000,2585.09,1869.0036902000000000
2019-11-07,google,cpc,ukr_search_gen-discount-15,431.7194521500000000,2878.1296810000000000,7839.35,-5392.9397711500000000
2019-11-07,google,cpc,ukr_search_gen-night-discount-15,995.8902576000000000,12177.0391470000000000,3237.23,7943.9188894000000000
2019-11-07,google,cpc,ukr_search_gen-vlozhenye-zaprosy-night-discount-15,166.1485990500000000,1107.6573270000000000,188.16,753.3487279500000000
2019-11-08,google,cpc,bel_search_gen-no-conversions,1040.0138941500000000,8982.6484440000000000,3738.33,4204.3045498500000000
2019-11-08,google,cpc,kaz_search_gen-discount-15,273.2296644000000000,1821.5310960000000000,504.85,1043.4514316000000000
2019-11-08,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,166.7504569500000000,1111.6697130000000000,497.45,447.4692560500000000
2019-11-08,google,cpc,rus_search_brand-discount-15,1367.4876831000000000,13124.5549960000000000,6007.81,5749.2573129000000000
2019-11-08,google,cpc,rus_search_competitors-new,200.2344844500000000,1334.8965630000000000,2759.83,-1625.1679214500000000
2019-11-08,google,cpc,rus_search_gen-flow-discount-10-night,300.0168864000000000,2888.5554390000000000,1029.42,1559.1185526000000000
2019-11-08,google,cpc,rus_search_gen-flow-discount-15,2673.9044692500000000,18938.1327310000000000,17075.21,-810.9817382500000000
2019-11-08,google,cpc,ukr_search_brand-discount-15,533.6207982000000000,15574.4775900000000000,2753.19,12287.6667918000000000
2019-11-08,google,cpc,ukr_search_gen-discount-15,466.7673433500000000,4000.2251520000000000,6130.84,-2597.3821913500000000
2019-11-08,google,cpc,ukr_search_gen-night-discount-15,540.4322038500000000,3602.8813590000000000,2636.62,425.8291551500000000
2019-11-09,google,cpc,bel_search_gen-no-conversions,747.3634938000000000,4982.4232920000000000,3909.09,325.9697982000000000
2019-11-09,google,cpc,kaz_search_gen-discount-15,407.1657744000000000,2714.4384960000000000,1108.7,1198.5727216000000000
2019-11-09,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,300.6865669500000000,3250.1829360000000000,560.74,2388.7563690500000000
2019-11-09,google,cpc,rus_search_brand-discount-15,1648.3912263000000000,14588.7163065000000000,6255.47,6684.8550802000000000
2019-11-09,google,cpc,rus_search_gen-flow-discount-10-night,566.5497453000000000,3776.9983020000000000,386.6,2823.8485567000000000
2019-11-09,google,cpc,rus_search_gen-flow-discount-15,1640.4933993000000000,17344.7000020000000000,9838.07,5866.1366027000000000
2019-11-09,google,cpc,rus_search_gen-flow-discount-15-night,166.7504569500000000,1111.6697130000000000,805.04,139.8792560500000000
2019-11-09,google,cpc,rus_search_gen-phones-no-conversions,0E-16,888.4428630000000000,3689.64,-2801.1971370000000000
2019-11-09,google,cpc,rus_search_gen-vlozhenye-zaprosy,133.2664294500000000,888.4428630000000000,705.14,50.0364335500000000
2019-11-09,google,cpc,ukr_search_competitors-new,166.7504569500000000,1111.6697130000000000,127.11,817.8092560500000000
2019-11-09,google,cpc,ukr_search_gen-discount-15,914.7836313000000000,6987.0004050000000000,7967.97,-1895.7532263000000000
2019-11-10,google,cpc,bel_search_gen-no-conversions,753.8530781250000000,4136.6989650000000000,2840.38,542.4658868750000000
2019-11-10,google,cpc,kaz_search_gen-discount-15,1037.5298592750000000,9719.6360555000000000,1140.51,7541.5961962250000000
2019-11-10,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,106.5445683750000000,2488.2735675000000000,690.96,1690.7689991250000000
2019-11-10,google,cpc,rus_search_brand-discount-15,566.8975147500000000,12687.0681000000000000,5489.2,6630.9705852500000000
2019-11-10,google,cpc,rus_search_gen-flow-discount-10-night,625.0187459250000000,4536.9865380000000000,559.69,3352.2777920750000000
2019-11-10,google,cpc,rus_search_gen-flow-discount-15,1902.1842733250000000,18158.6612095000000000,8143.68,8112.7969361750000000
2019-11-10,google,cpc,rus_search_gen-phones-no-conversions,607.7731038750000000,4051.8206925000000000,1486.9,1957.1475886250000000
2019-11-10,google,cpc,ukr_search_brand-discount-15,524.0116507500000000,4382.3992275000000000,1691.46,2166.9275767500000000
2019-11-10,google,cpc,ukr_search_gen-discount-15,1301.3179357500000000,8675.4529050000000000,7615.41,-241.2750307500000000
2019-11-10,google,cpc,ukr_search_gen-night-discount-15,507.2593601250000000,4985.4816900000000000,2963.13,1515.0923298750000000
2019-11-10,google,cpc,ukr_search_gen-vlozhenye-zaprosy-night-discount-15,373.9111267500000000,2492.7408450000000000,235.19,1883.6397182500000000
2019-11-11,google,cpc,bel_search_gen-no-conversions,374.2178454000000000,2494.7856360000000000,3028.76,-908.1922094000000000
2019-11-11,google,cpc,kaz_search_gen-discount-15,934.8739722000000000,8459.0222640000000000,2461.22,5062.9282918000000000
2019-11-11,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,238.7483028000000000,4492.8604560000000000,1456.24,2797.8721532000000000
2019-11-11,google,cpc,rus_search_brand-discount-15,1265.7236802000000000,15448.7009880000000000,6220.62,7962.3573078000000000
2019-11-11,google,cpc,rus_search_competitors-new,99.9255537000000000,1779.4349160000000000,3673.66,-1994.1506377000000000
2019-11-11,google,cpc,rus_search_gen-flow-discount-10-night,317.2133349000000000,2114.7555660000000000,1075.73,721.8122311000000000
2019-11-11,google,cpc,rus_search_gen-flow-discount-15,1342.6238826000000000,9840.5433420000000000,12167.9,-3669.9805406000000000
2019-11-11,google,cpc,rus_search_gen-phones-no-conversions,133.4576187000000000,889.7174580000000000,1923.9,-1167.6401607000000000
2019-11-11,google,cpc,ukr_search_gen-discount-15,333.9793674000000000,3116.2465740000000000,3539.56,-757.2927934000000000
2019-11-11,google,cpc,ukr_search_gen-night-discount-15,0E-16,1336.8116580000000000,2233.71,-896.8983420000000000
2019-11-11,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,133.4576187000000000,889.7174580000000000,1102.44,-346.1801607000000000
2019-11-12,google,cpc,bel_search_gen-no-conversions,1095.1172043000000000,8731.0685280000000000,4107.15,3528.8013237000000000
2019-11-12,google,cpc,kaz_search_gen-discount-15,554.9000499000000000,5315.0655810000000000,1678.25,3081.9155311000000000
2019-11-12,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,134.2858965000000000,895.2393100000000000,2227.04,-1466.0865865000000000
2019-11-12,google,cpc,rus_search_brand-discount-15,1783.3757529000000000,18004.9957500000000000,4882.15,11339.4699971000000000
2019-11-12,google,cpc,rus_search_competitors-new,201.7662465000000000,1345.1083100000000000,1459.88,-316.5379365000000000
2019-11-12,google,cpc,rus_search_gen-flow-discount-10-night,168.0260715000000000,1120.1738100000000000,691.24,260.9077385000000000
2019-11-12,google,cpc,rus_search_gen-flow-discount-15,2264.8418499000000000,17865.8527460000000000,15147.09,453.9208961000000000
2019-11-12,google,cpc,rus_search_gen-flow-discount-15-night,0E-16,895.2393100000000000,389.19,506.0493100000000000
2019-11-12,google,cpc,rus_search_gen-phones-no-conversions,336.0521430000000000,3585.4559300000000000,1578.59,1670.8137870000000000
2019-11-12,google,cpc,ukr_search_brand-discount-15,1350.1199425000000000,11219.5620110000000000,773.13,9096.3120685000000000
2019-11-12,google,cpc,ukr_search_competitors-new-night,168.0260715000000000,1120.1738100000000000,641.12,311.0277385000000000
2019-11-12,google,cpc,ukr_search_gen-discount-15,907.6107075000000000,6050.7380500000000000,6378.29,-1235.1626575000000000
2019-11-12,google,cpc,ukr_search_gen-night-discount-15,242.2544565000000000,1615.0297100000000000,4138.49,-2765.7147465000000000
2019-11-12,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,302.3119680000000000,2015.4131200000000000,1808.31,-95.2088480000000000
2019-11-13,google,cpc,bel_search_gen-no-conversions,201.9216517500000000,1346.1443450000000000,2543.06,-1398.8373067500000000
2019-11-13,google,cpc,kaz_search_brand-discount-15,336.3109785000000000,2242.0731900000000000,103.57,1802.1922115000000000
2019-11-13,google,cpc,kaz_search_gen-discount-15,336.3109785000000000,2242.0731900000000000,2215.79,-310.0277885000000000
2019-11-13,google,cpc,rus_search_brand-discount-15,1287.4664369000000000,12203.8432740000000000,5177.72,5738.6568371000000000
2019-11-13,google,cpc,rus_search_competitors-new,134.3893267500000000,895.9288450000000000,3253.87,-2492.3304817500000000
2019-11-13,google,cpc,rus_search_gen-flow-discount-10-night,168.1554892500000000,1121.0365950000000000,1197.3,-244.4188942500000000
2019-11-13,google,cpc,rus_search_gen-flow-discount-15,888.0500737500000000,8608.1203600000000000,12151.6,-4431.5297137500000000
2019-11-13,google,cpc,rus_search_gen-flow-discount-15-night,201.9216517500000000,1346.1443450000000000,844.95,299.2726932500000000
2019-11-13,google,cpc,rus_search_gen-vlozhenye-zaprosy,0E-16,1616.2736450000000000,660.03,956.2436450000000000
2019-11-13,google,cpc,ukr_search_brand-discount-15,581.9437942500000000,4250.4369250000000000,1152.86,2515.6331307500000000
2019-11-13,google,cpc,ukr_search_competitors-new,208.6748842500000000,1391.1658950000000000,2161.14,-978.6489892500000000
2019-11-13,google,cpc,ukr_search_gen-discount-15,168.1554892500000000,1121.0365950000000000,5454.73,-4501.8488942500000000
2019-11-13,google,cpc,ukr_search_gen-night-discount-15,656.4121924500000000,6989.5755720000000000,1761.35,4571.8133795500000000
2019-11-13,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,134.3893267500000000,3183.0235850000000000,2644.13,404.5042582500000000
2019-11-14,google,cpc,bel_search_gen-no-conversions,374.5535661000000000,3387.5394210000000000,3916.03,-903.0441451000000000
2019-11-14,google,cpc,kaz_search_gen-discount-15,347.0326051500000000,1602.0331740000000000,1783.59,-528.5894311500000000
2019-11-14,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,133.5773470500000000,890.5156470000000000,628.9,128.0382999500000000
2019-11-14,google,cpc,rus_search_brand-discount-15,853.6866471000000000,6062.2174620000000000,5282.95,-74.4191851000000000
2019-11-14,google,cpc,rus_search_gen-flow-discount-10-night,334.2789891000000000,3342.7898910000000000,1272.82,1735.6909019000000000
2019-11-14,google,cpc,rus_search_gen-flow-discount-15,2249.1113778000000000,14266.1501640000000000,12872.49,-855.4512138000000000
2019-11-14,google,cpc,rus_search_gen-phones-no-conversions,240.9762190500000000,1606.5081270000000000,3004,-1638.4680920500000000
2019-11-14,google,cpc,rus_search_gen-vlozhenye-zaprosy,282.9009949500000000,2271.8783010000000000,419.19,1569.7873060500000000
2019-11-14,google,cpc,ukr_search_gen-discount-15,558.4741344000000000,5501.6708600000000000,3260.31,1682.8867256000000000
2019-11-14,google,cpc,ukr_search_gen-night-discount-15,267.1546941000000000,1781.0312940000000000,3748.68,-2234.8034001000000000
2019-11-14,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,807.5052688500000000,5383.3684590000000000,4116.8,459.0631901500000000
2019-11-15,google,cpc,bel_search_gen-no-conversions,133.1991475500000000,887.9943170000000000,4775.55,-4020.7548305500000000
2019-11-15,google,cpc,kaz_search_brand-discount-15,698.9582715500000000,6523.2741420000000000,31.23,5793.0858704500000000
2019-11-15,google,cpc,kaz_search_gen-discount-15,433.7339076000000000,2891.5593840000000000,1646.88,810.9454764000000000
2019-11-15,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,166.6662700500000000,1111.1084670000000000,1033.74,-89.2978030500000000
2019-11-15,google,cpc,rus_search_brand-discount-15,1032.7954003500000000,9572.6044400000000000,3816.3,4723.5090396500000000
2019-11-15,google,cpc,rus_search_competitors-new,299.8654176000000000,1999.1027840000000000,589.58,1109.6573664000000000
2019-11-15,google,cpc,rus_search_gen-flow-discount-10-night,166.6662700500000000,3645.6852110000000000,2336.55,1142.4689409500000000
2019-11-15,google,cpc,rus_search_gen-flow-discount-15,2441.4709777500000000,17839.5357770000000000,11514.13,3883.9347992500000000
2019-11-15,google,cpc,rus_search_gen-flow-discount-15-night,166.6662700500000000,1111.1084670000000000,604.01,340.4321969500000000
2019-11-15,google,cpc,rus_search_gen-phones-no-conversions,266.3982951000000000,1775.9886340000000000,3314.78,-1805.1896611000000000
2019-11-15,google,cpc,rus_search_gen-vlozhenye-zaprosy,0E-16,1111.1084670000000000,230.99,880.1184670000000000
2019-11-15,google,cpc,ukr_search_brand-discount-15,133.1991475500000000,887.9943170000000000,1071.37,-316.5748305500000000
2019-11-15,google,cpc,ukr_search_gen-discount-15,1066.9318653000000000,8665.7535860000000000,7666.44,-67.6182793000000000
2019-11-15,google,cpc,ukr_search_gen-night-discount-15,266.3982951000000000,2663.9829510000000000,3473.6,-1076.0153441000000000
2019-11-15,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,1156.2115603500000000,11885.7011875000000000,3606.51,7122.9796271500000000
2019-11-16,google,cpc,bel_search_gen-no-conversions,240.2980860000000000,2713.1148800000000000,3859.74,-1386.9232060000000000
2019-11-16,google,cpc,kaz_search_gen-discount-15,279.7899720000000000,1865.2664800000000000,737.95,847.5265080000000000
2019-11-16,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,166.6691460000000000,1111.1276400000000000,941.13,3.3284940000000000
2019-11-16,google,cpc,rus_search_brand-discount-15,1982.1362001000000000,19531.1900245000000000,4518.08,13030.9738244000000000
2019-11-16,google,cpc,rus_search_competitors-new,166.6691460000000000,1111.1276400000000000,1303.43,-358.9715060000000000
2019-11-16,google,cpc,rus_search_competitors-new-night,133.2014460000000000,888.0096400000000000,234.41,520.3981940000000000
2019-11-16,google,cpc,rus_search_gen-flow-discount-10-night,1073.6438160000000000,7157.6254400000000000,1891.06,4192.9216240000000000
2019-11-16,google,cpc,rus_search_gen-flow-discount-15,2143.1914511000000000,15472.4327310000000000,16203.9,-2874.6587201000000000
2019-11-16,google,cpc,rus_search_gen-flow-discount-15-night,240.2980860000000000,2713.1148800000000000,784.56,1688.2567940000000000
2019-11-16,google,cpc,rus_search_gen-phones-no-conversions,133.2014460000000000,888.0096400000000000,1359.24,-604.4318060000000000
2019-11-16,google,cpc,ukr_search_gen-discount-15,1095.6524411000000000,11599.1042510000000000,8642.99,1860.4618099000000000
2019-11-16,google,cpc,ukr_search_gen-night-discount-15,400.2736920000000000,3556.5009200000000000,4009.6,-853.3727720000000000
2019-11-16,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,133.2014460000000000,888.0096400000000000,1789.45,-1034.6418060000000000
2019-11-17,google,cpc,bel_search_gen-no-conversions,920.5810488000000000,6137.2069920000000000,3048.88,2167.7459432000000000
2019-11-17,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,233.4903968250000000,1556.6026455000000000,480.89,842.2222486750000000
2019-11-17,google,cpc,rus_search_brand-discount-15,2757.2625816750000000,24350.1461280000000000,2770.11,18822.7735463250000000
2019-11-17,google,cpc,rus_search_competitors-new,373.3170241500000000,2488.7801610000000000,1569.73,545.7331368500000000
2019-11-17,google,cpc,rus_search_gen-flow-discount-10-night,878.8783704750000000,8086.3054335000000000,992.4,6215.0270630250000000
2019-11-17,google,cpc,rus_search_gen-flow-discount-15,2591.8103074500000000,23325.1728570000000000,15500.88,5232.4825495500000000
2019-11-17,google,cpc,rus_search_gen-flow-discount-15-night,200.0390505750000000,1333.5936705000000000,213.39,920.1646199250000000
2019-11-17,google,cpc,rus_search_gen-phones-no-conversions,133.1363580750000000,887.5757205000000000,928.62,-174.1806375750000000
2019-11-17,google,cpc,ukr_search_brand-discount-15,1093.3315464750000000,9733.6101660000000000,151.8,8488.4786195250000000
2019-11-17,google,cpc,ukr_search_gen-discount-15,432.8604204750000000,2885.7361365000000000,6526.13,-4073.2542839750000000
2019-11-17,google,cpc,ukr_search_gen-night-discount-15,266.2727161500000000,3773.3118570000000000,3404.67,102.3691408500000000
2019-11-17,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,206.7293198250000000,1378.1954655000000000,1124.55,46.9161456750000000
2019-11-18,google,cpc,bel_search_gen-no-conversions,474.2347081500000000,4051.4535180000000000,4927.92,-1350.7011901500000000
2019-11-18,google,cpc,kaz_search_gen-discount-15,554.7271621500000000,3698.1810810000000000,2876.88,266.5739188500000000
2019-11-18,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,207.2680690500000000,1381.7871270000000000,754.86,419.6590579500000000
2019-11-18,google,cpc,rus_search_brand-discount-15,1490.4519399000000000,13147.1008200000000000,2862.64,8794.0088801000000000
2019-11-18,google,cpc,rus_search_competitors-new,133.4833195500000000,889.8887970000000000,1718.23,-961.8245225500000000
2019-11-18,google,cpc,rus_search_gen-flow-discount-10-night,334.0436841000000000,2226.9578940000000000,1851.11,41.8042099000000000
2019-11-18,google,cpc,rus_search_gen-flow-discount-15,1542.7720350000000000,12288.5146440000000000,18989.35,-8243.6073910000000000
2019-11-18,google,cpc,rus_search_gen-flow-discount-15-night,333.6002376000000000,3868.0357870000000000,619.4,2915.0355494000000000
2019-11-18,google,cpc,rus_search_gen-phones-no-conversions,501.0655261500000000,5169.4042680000000000,2756.7,1911.6387418500000000
2019-11-18,google,cpc,rus_search_gen-vlozhenye-zaprosy,401.7914995500000000,3568.4987940000000000,900.53,2266.1772944500000000
2019-11-18,google,cpc,ukr_search_gen-discount-15,601.6810936500000000,4011.2072910000000000,5456.71,-2047.1838026500000000
2019-11-18,google,cpc,ukr_search_gen-night-discount-15,274.3451140500000000,4324.2335010000000000,3203.13,846.7583869500000000
2019-11-18,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,522.9079894500000000,4672.3404210000000000,4134.55,14.8824315500000000
2019-11-19,google,cpc,kaz_search_gen-discount-15,320.5815984000000000,2137.2106560000000000,2228.87,-412.2409424000000000
2019-11-19,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,200.5311672000000000,5123.9401920000000000,391.42,4531.9890248000000000
2019-11-19,google,cpc,rus_search_brand-discount-15,2130.8356765500000000,18323.0142900000000000,3324.31,12867.8686134500000000
2019-11-19,google,cpc,rus_search_competitors-new,166.9975272000000000,1113.3168480000000000,555.56,390.7593208000000000
2019-11-19,google,cpc,ukr_search_gen-discount-15,337.3484184000000000,3138.7487040000000000,3008.13,-206.7297144000000000
2019-11-19,google,cpc,ukr_search_gen-night-discount-15,1155.5642073500000000,10909.0834055000000000,2730.24,7023.2791981500000000
2019-11-19,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,563.2838197000000000,8988.2117290000000000,3996.83,4428.0979093000000000
2019-11-20,google,cpc,kaz_search_gen-discount-15,307.5949485000000000,2050.6329900000000000,998.31,744.7280415000000000
2019-11-20,google,cpc,rus_search_brand-discount-15,500.5957005000000000,7210.7225400000000000,2597.33,4112.7968395000000000
2019-11-20,google,cpc,rus_search_competitors-new,166.8652335000000000,3779.5980600000000000,975.55,2637.1828265000000000
2019-11-20,google,cpc,rus_search_competitors-new-night,133.3581585000000000,889.0543900000000000,501.25,254.4462315000000000
2019-11-20,google,cpc,ukr_search_brand-discount-15,630.0832321000000000,6325.4041760000000000,310.83,5384.4909439000000000
2019-11-20,google,cpc,ukr_search_gen-discount-15,707.6694240000000000,5606.8505500000000000,4590.83,308.3511260000000000
2019-11-20,google,cpc,ukr_search_gen-night-discount-15,2642.7269463000000000,14577.3726840000000000,2690.19,9244.4557377000000000
2019-11-21,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,1242.1519425000000000,11041.3506000000000000,60.01,9739.1886575000000000
2019-11-21,google,cpc,rus_search_brand-discount-15,533.1152925000000000,6265.3867500000000000,1338.4,4393.8714575000000000
2019-11-21,google,cpc,rus_search_brand-discount-20-10,1418.0851041000000000,9161.1487380000000000,1032.12,6710.9436339000000000
2019-11-21,google,cpc,rus_search_competitors-new,240.1359975000000000,1600.9066500000000000,1960.18,-599.4093475000000000
2019-11-21,google,cpc,ukr_search_gen-discount-15,480.2719950000000000,3201.8133000000000000,4436.56,-1715.0186950000000000
2019-11-21,google,cpc,ukr_search_gen-night-discount-15,133.1115975000000000,1774.8213000000000000,4172.74,-2531.0302975000000000
2019-11-22,google,cpc,bel_search_brand-discount-15,0E-16,1112.9194440000000000,51.16,1061.7594440000000000
2019-11-22,google,cpc,bel_search_gen-no-conversions,133.4162466000000000,889.4416440000000000,232.54,523.4853974000000000
2019-11-22,google,cpc,kaz_search_gen-discount-15,821.2809150000000000,5475.2061000000000000,719.73,3934.1951850000000000
2019-11-22,google,cpc,kaz_search_gen-vlozhenye-zaprosy-discount-15,0E-16,1336.3972440000000000,91.62,1244.7772440000000000
2019-11-22,google,cpc,rus_search_brand-discount-15,266.8324932000000000,1778.8832880000000000,1220.42,291.6307948000000000
2019-11-22,google,cpc,rus_search_brand-discount-20-10,867.5408196000000000,5609.2913870000000000,1801.8,2939.9505674000000000
2019-11-22,google,cpc,rus_search_gen-flow-discount-10-night-cpc,133.4162466000000000,889.4416440000000000,1254.99,-498.9646026000000000
2019-11-22,google,cpc,ukr_search_brand-discount-15,240.6855906000000000,1604.5706040000000000,167.18,1196.7050134000000000
2019-11-22,google,cpc,ukr_search_gen-discount-15,573.8909904000000000,3825.9399360000000000,4686.04,-1433.9910544000000000
2019-11-22,google,cpc,ukr_search_gen-night-discount-15,686.6448645000000000,4951.2438990000000000,3873.5,391.0990345000000000
2019-11-22,google,cpc,ukr_search_gen-vlozhenye-zaprosy-discount-15,600.7083264000000000,4670.6860200000000000,5073.44,-1003.4623064000000000
2019-11-23,google,cpc,bel_search_gen-no-conversions,274.2068311500000000,1828.0455410000000000,155.36,1398.4787098500000000
